N,P,K,temperature,humidity,ph,labels
3,46,0,24.69487673,59.96669215,5.859813416,pigeonpeas
28,75,33,23.17409556,36.67847052,6.962386495,pigeonpeas
28,51,36,19.04380471,33.10695144,6.12166671,pigeonpeas
20,76,8,29.32379604,45.93248374,6.421748487,pigeonpeas
3,77,10,34.6455408,54.32342534,4.828936119,pigeonpeas
12,70,24,21.9989826,56.31006755,6.98571967,pigeonpeas
20,68,40,22.99774444,60.24218572,4.603563116,pigeonpeas
10,64,12,30.55992394,35.29006485,6.979540061,pigeonpeas
8,46,7,31.46417866,48.17631461,7.064973419,pigeonpeas
12,68,25,25.95058595,40.58227261,5.16516459,pigeonpeas
19,73,27,21.01142393,69.69141302,5.111488821,pigeonpeas
8,67,31,19.25100056,47.70351758,5.374358869,pigeonpeas
14,68,34,19.24462755,50.54495302,5.671419084,pigeonpeas
39,43,5,22.47253208,62.56532471,5.667419697,pigeonpeas
13,41,15,36.75087487,58.25799145,6.07938452,pigeonpeas
8,58,22,29.89286629,66.35375127,6.931924963,pigeonpeas
21,65,16,29.37735586,44.82294584,6.842744374,pigeonpeas
0,69,39,29.65052947,42.89833235,6.876572503,pigeonpeas
20,58,25,19.54284889,66.34777265,6.151029296,pigeonpeas
24,42,0,20.04611791,48.93905624,4.567446499,pigeonpeas
30,60,23,27.91095209,64.70930606,3.692863601,mothbeans
33,26,19,27.32220619,51.27868781,4.371745575,mothbeans
9,34,35,28.66024187,59.3189118,8.399135958,mothbeans
8,45,28,29.02955344,61.09387478,8.840656256,mothbeans
29,59,24,27.78031515,54.65030015,8.153022903,mothbeans
21,35,38,31.99928579,54.1077461,5.270749441,mothbeans
15,38,16,27.33580911,55.27755933,8.050304395,mothbeans
19,43,36,28.92952635,53.57014709,9.679240873,mothbeans
8,20,2,27.65472156,58.59986279,6.974978386,mothbeans
32,47,9,28.52396666,55.77264351,7.39389918,mothbeans
4,46,30,31.02215872,45.89239456,6.68727523,mothbeans
39,58,29,25.74095321,45.38497051,7.88118645,mothbeans
14,47,2,31.70447482,56.85420099,5.875333778,mothbeans
2,41,33,24.47876451,58.51663927,8.202706015,mothbeans
14,51,8,31.46511256,51.79939437,8.985348193,mothbeans
35,52,23,25.60973447,50.7330069,5.87707519,mothbeans
27,39,9,30.30260453,47.18283631,7.707595055,mothbeans
30,34,30,28.17489437,43.6672299,4.524171562,mothbeans
24,37,3,25.50634557,44.8302551,9.926212291,mothbeans
0,52,28,31.12896766,43.58788762,6.455592696,mothbeans
6,37,5,26.34043268,55.59160391,8.016210782,mothbeans
24,23,38,28.23494706,61.5620517,3.71105919,mothbeans
32,50,7,27.04453473,49.32609633,5.49091063,mothbeans
13,49,32,25.16125354,55.25435777,9.254089438,mothbeans
40,48,8,27.3179125,51.66921088,6.005242945,mothbeans
22,30,33,25.4123765,49.66474269,7.437078236,mothbeans
35,54,0,31.21629982,46.01868196,3.808429173,mothbeans
18,55,6,30.573999,58.22686794,5.818219385,mothbeans
30,51,8,25.42517036,53.2208266,4.52363558,mothbeans
14,59,16,27.09400578,43.65305437,3.510404312,mothbeans
7,40,38,24.30935081,56.32938343,6.030447288,mothbeans
3,21,31,30.06142622,45.90067655,5.498340808,mothbeans
21,22,5,28.09568993,60.9835384,4.61136408,mothbeans
40,30,38,26.33908791,40.00933429,5.545219232,mothbeans
0,40,4,28.61409059,57.14218792,8.292875734,mothbeans
29,46,32,28.70012137,44.359648,3.828031463,mothbeans
17,31,33,24.21610338,59.79236306,8.869532817,mothbeans
35,59,16,28.50677929,45.20094476,3.793575185,mothbeans
32,45,16,25.97948991,64.95585424,4.193189124,mothbeans
8,37,36,30.88482722,41.36561835,7.661537348,mothbeans
1,25,5,25.5042419,61.66852372,9.392694614,mothbeans
29,29,10,25.12528913,51.33189406,4.516154055,mothbeans
25,56,35,27.10508014,63.56791363,5.794289715,mothbeans
15,48,39,31.1006247,44.82069159,7.354286985,mothbeans
16,23,30,26.45707778,56.40226277,5.993513566,mothbeans
14,58,1,30.04132304,63.56222995,8.620107545,mothbeans
26,39,40,27.77799528,54.82130787,9.45949344,mothbeans
9,20,18,30.99256944,43.02151392,8.0344125,mothbeans
26,43,13,26.4908332,47.36534833,5.414492777,mothbeans
7,22,1,31.96987867,57.17377029,6.276004336,mothbeans
1,37,2,25.36140526,46.82652785,9.160691747,mothbeans
38,32,8,25.54249137,56.96640758,7.887658711,mothbeans
13,59,31,28.99319096,62.85948245,8.183844843,mothbeans
31,29,26,29.34317422,60.50320928,9.072011412,mothbeans
25,38,9,28.63618921,61.39451307,7.702287236,mothbeans
37,48,3,24.83206631,44.17085032,5.88509677,mothbeans
20,52,27,25.44689075,58.55363573,6.16496284,mothbeans
4,22,12,31.01274943,62.40392519,3.504752314,mothbeans
12,44,5,27.06179658,52.3003173,7.388007483,mothbeans
26,40,12,27.0956288,42.26206161,8.340398059,mothbeans
24,55,4,28.56800579,57.30636014,8.66077954,mothbeans
34,45,23,28.79929247,49.84213387,3.558822825,mothbeans
7,29,20,27.94293692,45.41393636,5.9565851,mothbeans
2,34,40,30.47757686,61.58245338,9.416003106,mothbeans
32,50,21,30.58139475,50.77148138,8.18422855,mothbeans
6,26,24,26.85911286,41.81420849,5.131779302,mothbeans
2,47,26,26.31051759,61.18749126,6.294130313,mothbeans
40,25,32,28.77833449,44.2252605,7.991902443,mothbeans
40,36,35,28.90245417,43.35365671,8.923095695,mothbeans
3,30,10,29.37687468,57.69622912,6.878498176,mothbeans
7,37,37,24.17093241,58.25204566,5.243634849,mothbeans
17,39,15,26.65333029,59.79023382,7.550090941,mothbeans
4,20,30,28.19912143,53.50567601,8.709291688,mothbeans
2,60,24,28.76488954,52.62741529,7.792508068,mothbeans
32,30,10,29.3499706,61.25353851,8.055908858,mothbeans
0,32,29,28.00937423,52.60950014,4.397698806,mothbeans
15,30,21,26.85851927,48.8246387,5.952384957,mothbeans
5,46,36,31.2123945,40.92604945,8.532078733,mothbeans
30,59,7,24.20422636,61.43378674,7.224193642,mothbeans
38,53,16,29.98835437,49.60384796,4.931890506,mothbeans
2,58,1,29.93964907,54.61813464,4.626212446,mothbeans
22,40,14,31.2119298,41.55934359,5.026003659,mothbeans
19,35,15,26.80474415,48.23991436,3.5253661,mothbeans
10,40,13,31.49398069,62.84916863,8.86979671,mothbeans
31,44,12,30.99694676,46.42693735,9.406887533,mothbeans
5,34,27,29.61253065,63.04749127,5.80428611,mothbeans
6,31,33,29.97604322,57.03184356,8.35495812,mothbeans
22,36,15,30.88883074,52.62696801,8.634929739,mothbeans
22,25,21,30.39321309,60.16299493,7.699200949,mothbeans
32,32,36,30.43683729,55.20522037,5.261285926,mothbeans
40,44,28,25.32688786,63.18180319,9.112771682,mothbeans
6,48,33,30.53684308,59.96664731,4.605700542,mothbeans
19,23,18,30.38257873,40.5926071,7.115994051,mothbeans
11,30,36,24.01825377,53.76623369,7.214078621,mothbeans
2,53,35,28.69841277,61.14754363,9.93509073,mothbeans
18,42,36,29.33743412,49.00323081,8.914074888,mothbeans
15,57,20,27.96583691,61.34900107,8.639586199,mothbeans
24,21,37,24.86803974,48.27531965,8.621514073,mothbeans
14,55,31,25.87682261,45.96341933,5.838508699,mothbeans
7,57,11,31.01963639,49.9767522,3.532008668,mothbeans
35,51,27,27.43329405,87.80507732,7.18530147,mungbean
34,57,26,28.3340432,80.77275974,7.034214276,mungbean
8,45,23,27.01470397,84.34262707,6.635968698,mungbean
12,55,7,28.17432665,81.04554836,6.828187499,mungbean
35,42,8,29.87888063,87.32761241,6.89077995,mungbean
21,56,13,29.89232778,89.71503316,7.165121109,mungbean
25,46,38,28.56212158,83.24855855,6.935804256,mungbean
10,20,17,27.53592929,85.5701901,7.196774236,mungbean
5,60,28,29.68361658,87.93598094,6.990095452,mungbean
39,49,31,28.14448546,82.1193047,7.064782138,mungbean
40,29,18,29.53037621,86.73346018,7.156563094,mungbean
19,23,20,27.88352946,86.45147631,6.364967184,mungbean
10,21,10,28.22471276,82.35916228,6.428054409,mungbean
11,24,31,29.008124,84.96089355,6.664187809,mungbean
38,36,12,29.75538903,86.45193297,6.637677489,mungbean
34,50,35,29.78416743,85.16906976,6.79385576,mungbean
34,25,9,27.8640132,80.4513142,6.852884643,mungbean
35,45,3,27.11026483,84.96771717,7.121571293,mungbean
33,24,0,27.11030369,83.64274107,6.883308033,mungbean
8,53,6,28.95451232,89.07866095,6.421271178,mungbean
15,52,36,29.21780035,87.93724219,6.54450214,mungbean
33,45,17,28.7420098,85.81675947,6.452006451,mungbean
38,59,29,29.65021184,80.29868321,6.489259136,mungbean
11,59,13,27.23924995,86.404241,6.713410626,mungbean
6,49,5,28.95172351,81.67085323,6.510840928,mungbean
15,41,38,28.18837136,82.60629652,6.287380117,mungbean
26,57,18,28.30041493,86.20681554,6.86308576,mungbean
32,36,10,27.89636126,88.71782287,6.78415271,mungbean
16,41,30,28.6899851,87.50436797,6.769415888,mungbean
4,54,27,27.8262623,88.73100226,6.320768488,mungbean
29,29,36,28.70562673,81.59200689,6.705008504,mungbean
26,24,4,28.6362812,84.61431076,6.790736339,mungbean
13,51,5,28.28511547,88.4393979,7.130278657,mungbean
20,33,6,27.60887393,86.13316408,7.012740397,mungbean
26,47,14,28.60901145,86.99495766,7.155685016,mungbean
15,24,22,29.24598976,84.80084105,6.991242362,mungbean
30,51,23,28.62911222,89.1148059,6.218923893,mungbean
7,56,22,29.57329479,88.07505524,7.199495368,mungbean
20,33,6,27.82684262,87.16679147,6.389882166,mungbean
7,60,17,29.8757015,83.14796296,6.623438282,mungbean
28,24,8,27.33684386,88.50229102,7.033012777,mungbean
36,23,39,29.83040388,89.30428305,6.32400451,mungbean
20,34,4,28.2753171,82.76020821,6.397636709,mungbean
6,51,11,29.86860065,85.99127934,6.401455706,mungbean
19,45,28,29.5888162,89.9939693,6.904587016,mungbean
0,30,0,28.07219563,82.9116472,6.478557136,mungbean
18,58,14,27.84026517,89.99615558,7.063022095,mungbean
2,29,33,27.10818093,87.4512669,6.981758362,mungbean
23,27,34,27.68515114,81.94268594,6.227134139,mungbean
22,49,20,29.34594634,85.60472562,6.232836962,mungbean
8,28,12,28.36319404,84.8593608,7.140437859,mungbean
24,28,13,27.65280218,89.80650642,6.459252023,mungbean
22,22,13,27.31372793,85.44815232,6.568795404,mungbean
40,21,13,27.06909959,86.89934108,7.12851089,mungbean
3,51,2,28.06642822,85.91625451,6.42937879,mungbean
17,30,19,27.73329078,81.13903037,6.248900919,mungbean
38,53,16,27.53632932,89.92908171,6.619891498,mungbean
25,57,14,29.66461594,84.28187572,6.377568542,mungbean
18,27,23,29.9145443,85.85384444,6.415459592,mungbean
1,60,21,28.36363858,87.59810657,6.320662012,mungbean
23,49,40,29.46416042,87.60890009,6.978400282,mungbean
23,57,27,29.73013036,82.89166381,6.442335593,mungbean
4,29,21,27.46852989,87.17649,7.184398832,mungbean
18,40,18,27.77076285,87.09979549,6.402926221,mungbean
13,25,20,29.12939524,88.48312598,7.085982325,mungbean
26,30,5,27.10606808,89.89593328,6.698574085,mungbean
12,40,8,28.88078945,86.94206817,6.594739424,mungbean
4,34,3,28.14720892,83.8001509,6.647965508,mungbean
17,42,25,29.89129144,80.14487166,7.120032489,mungbean
20,46,2,27.41503453,80.98004661,6.91380932,mungbean
7,57,28,29.27308605,89.4875022,7.073048264,mungbean
8,36,30,29.65296893,88.48587386,6.5304707,mungbean
12,54,23,28.44524991,82.67639542,6.684381357,mungbean
7,39,1,27.96235681,83.97586797,6.581351374,mungbean
24,50,33,29.25649321,81.97952224,6.86483915,mungbean
20,43,33,28.36291385,88.00989267,6.487124217,mungbean
33,39,34,27.62749466,86.49366929,6.605733068,mungbean
14,55,23,28.66086349,86.12194568,6.860602782,mungbean
35,27,36,29.2114218,87.11497805,6.41874299,mungbean
13,54,33,29.40889385,86.16063492,6.365513634,mungbean
3,46,29,28.02952623,84.8845732,6.556372966,mungbean
25,32,40,28.08657178,80.35005927,6.760694228,mungbean
18,44,23,29.16174608,80.28038146,6.715276663,mungbean
32,33,9,29.8596912,80.03499648,6.666380512,mungbean
33,45,12,29.06631494,83.6869203,6.626629798,mungbean
34,34,14,27.38538997,88.66663953,6.702772465,mungbean
33,32,18,27.93034941,85.42058715,7.011030515,mungbean
34,43,8,29.2808618,81.8009244,6.890156495,mungbean
21,59,13,28.9973145,83.78911515,6.821747052,mungbean
13,55,32,27.92678579,86.5543196,7.183189922,mungbean
34,56,32,28.5474135,88.9570454,6.27258822,mungbean
29,39,2,29.36488409,89.1886954,6.679127482,mungbean
27,51,3,28.56149805,83.63802195,6.689825155,mungbean
31,45,34,28.43683487,87.91332682,6.583381939,mungbean
26,40,19,28.79728147,80.45744422,6.725551062,mungbean
6,29,17,28.7275267,89.12760359,7.069747814,mungbean
25,35,31,27.95639663,83.52706038,6.921993878,mungbean
37,41,14,28.17458662,83.69659318,6.770955317,mungbean
0,38,31,28.77653519,86.69133979,6.983130466,mungbean
24,56,17,28.438097,83.48991368,6.267684328,mungbean
49,46,4,29.48439992,63.19915325,7.454532137,mango
37,72,8,26.73433965,68.13999721,7.040056094,mango
40,59,28,26.27274407,62.28814857,7.418650668,mango
43,76,29,34.03679184,67.21113844,6.501869314,mango
45,58,38,28.03644051,65.06601664,6.814410928,mango
56,45,12,28.81460716,65.33538112,7.581442888,mango
59,61,38,34.03619494,64.28791388,7.741418772,mango
42,65,36,33.8642935,61.57072498,6.573531614,mango
53,66,29,32.84213012,68.68401492,7.543804223,mango
42,79,27,27.10053268,63.36085585,6.5408208,mango
36,80,34,25.65842532,61.18235808,7.22405917,mango
36,62,23,32.34744009,66.61452812,7.551364319,mango
57,40,34,29.58949031,68.32176769,6.928898659,mango
23,45,33,30.91219459,68.79427388,7.747775263,mango
27,63,20,28.12787838,64.2097765,6.706505915,mango
34,80,16,30.08545364,69.34811988,6.668238556,mango
48,51,5,31.74379487,62.51007687,7.332375138,mango
44,41,21,27.81326852,62.50460464,7.596802025,mango
41,61,14,32.88733849,64.59457409,7.70650895,mango
36,78,31,29.36358721,64.98742947,7.366542647,mango
20,47,18,27.82592799,67.5861883,6.919243702,mango
56,77,12,28.49538735,60.44848407,7.187721818,mango
22,41,1,27.74274761,68.53997144,7.075886472,mango
26,69,16,30.41588462,67.66323804,6.74441168,mango
35,49,21,27.3254209,69.09047809,6.726469088,mango
22,61,13,30.28496619,61.69295127,6.628264883,mango
31,69,10,28.56840626,61.53278622,7.127064207,mango
25,69,23,25.36586097,66.6379724,7.538631462,mango
29,74,17,34.9466155,65.26774011,7.162357641,mango
49,42,3,25.09737391,67.72837887,6.859409487,mango
36,61,38,32.47648301,64.34848735,7.397190844,mango
32,79,27,33.86351172,68.59232289,6.880245789,mango
29,62,36,25.19857725,60.37332688,6.581313137,mango
31,40,21,31.77681682,69.01852894,7.296972161,mango
45,49,15,34.89814946,63.59948557,6.97297656,mango
23,55,20,31.74105409,68.63525428,7.241148507,mango
38,62,10,27.16159076,66.76017239,6.92009048,mango
46,77,21,26.23773129,67.88521396,7.504608385,mango
36,61,20,30.20157245,60.06534859,7.152272256,mango
48,43,2,31.55846339,67.83563765,7.137004749,mango
50,44,7,29.67892453,69.0854554,6.808041722,mango
55,44,25,27.05365239,67.7017527,7.393631868,mango
45,45,8,34.63880966,61.38597868,7.69950698,mango
39,79,23,33.39438752,62.93692886,6.602888249,mango
39,56,22,28.84079155,63.37230676,6.734447425,mango
60,55,33,31.49338309,63.0563645,6.521217963,mango
52,65,27,25.54960633,63.95425534,7.707332484,mango
42,51,10,34.37329112,69.69366426,6.596719015,mango
58,60,34,34.6008247,63.11296779,7.403623355,mango
50,51,21,29.43463808,64.94329356,7.517097,mango
45,49,24,29.10713092,67.90577375,7.17620823,mango
32,41,35,28.57006111,65.71765781,6.593961761,mango
50,72,23,27.54384835,69.3478631,7.143942758,mango
52,77,20,33.04687968,68.93875631,6.690655045,mango
22,53,15,33.95309131,69.96100028,7.423530351,mango
37,76,20,30.11873003,60.11680815,6.578714843,mango
58,69,3,29.57812712,66.17587668,7.497469256,mango
53,60,36,27.26458947,68.01232937,7.775306272,mango
38,69,17,31.35730791,64.24992106,7.322555223,mango
28,74,28,31.52104732,66.55723677,7.580527339,mango
55,50,7,29.39982732,64.25510719,7.108450121,mango
46,69,1,29.38400259,64.14928485,7.358974541,mango
40,58,0,28.38686534,61.88871127,7.405176138,mango
32,68,4,28.47442276,63.53604453,6.500144962,mango
38,43,35,30.64095781,61.14508627,7.167435834,mango
33,63,9,25.25596239,61.36669662,7.261791753,mango
51,73,17,32.97030511,60.18122078,7.586642101,mango
42,54,15,33.66855394,66.60416867,7.534811833,mango
41,42,36,32.83963757,67.99803573,7.251000789,mango
22,59,3,27.45853567,62.90020977,6.513620918,mango
52,67,10,25.68576704,69.84354028,7.121254928,mango
47,71,32,30.0328403,64.14800537,7.574561547,mango
40,40,40,28.20667264,68.27085245,7.350869792,mango
55,64,37,28.27265858,61.18956161,7.513151076,mango
44,71,38,28.5417236,64.2020154,7.025607706,mango
40,57,0,26.87187036,61.61367264,6.804253866,mango
46,68,25,32.79766751,68.77994074,7.163043872,mango
31,52,4,26.42333018,64.51136845,7.338929556,mango
41,50,23,29.79181107,63.38789228,6.621323612,mango
40,76,1,27.44003279,67.10464369,6.661870999,mango
40,70,36,34.1262979,65.14877461,7.733149554,mango
38,44,12,30.94908189,64.23364112,7.402891666,mango
33,80,21,28.75751783,61.02701476,6.599147298,mango
60,55,30,27.24766491,66.10123083,7.04174124,mango
57,80,29,28.63005477,66.770943,7.353876754,mango
54,61,29,26.41768321,63.64698302,7.026795359,mango
59,44,6,32.81705216,66.15665137,6.814301033,mango
48,67,35,29.6321052,65.91359954,7.42160832,mango
20,63,0,33.49077065,62.73317204,6.847382891,mango
37,65,11,31.86847286,66.74217464,7.191522601,mango
51,71,37,30.32992227,65.62971858,7.01285529,mango
39,79,29,28.546224,66.31394098,7.368318809,mango
52,55,15,30.02629908,67.88811637,7.26154329,mango
28,49,10,31.65531175,60.13263713,6.52669158,mango
52,46,4,30.33499674,63.54718862,6.872594461,mango
31,63,14,33.36984395,65.67718163,6.874142175,mango
20,53,19,31.4345059,62.99303471,7.76061831,mango
22,76,18,27.71678273,63.29103387,6.781841984,mango
46,47,8,32.63918668,61.3009051,7.326980454,mango
53,72,40,32.7477393,67.77954584,7.453975408,mango
34,61,30,28.05153602,63.49802189,7.604110177,lentil
24,57,7,19.44084326,63.27771461,7.728832424,lentil
32,45,36,29.84823072,60.63872613,7.491217102,lentil
3,49,13,21.36383757,69.92375891,6.633864582,lentil
25,40,0,26.28663931,68.51966729,7.324863481,lentil
0,58,9,22.17499963,62.13873825,6.410441476,lentil
18,70,35,26.57597546,60.97876599,7.836719564,lentil
25,72,39,26.58972517,66.14007674,6.139215944,lentil
19,49,37,19.1345771,62.57526895,6.590571088,lentil
23,76,18,28.75273118,69.15640149,7.286049978,lentil
35,66,33,25.78746268,60.2816298,6.058306161,lentil
27,57,29,23.89271875,61.78779413,6.658605362,lentil
13,40,35,28.67408774,63.18832976,7.299360767,lentil
29,71,33,28.42062847,61.77336343,7.815210661,lentil
2,69,38,21.35499456,62.60136323,5.925391795,lentil
38,53,24,21.12695586,63.18738532,6.403683619,lentil
2,53,5,24.02037872,61.62313345,7.397546271,lentil
7,50,31,25.40474421,65.8567539,7.722335992,lentil
36,62,16,29.03017561,64.49166566,7.475926645,lentil
22,67,18,20.21368219,68.65257685,6.887130053,lentil
20,41,27,29.19585548,68.01965728,7.441976825,lentil
28,58,27,18.29783597,69.6897615,7.629910253,lentil
32,77,9,27.41434987,63.41785982,7.336117221,lentil
5,48,36,24.84063998,60.09116626,6.75020529,lentil
9,59,4,29.94413861,67.31323084,7.52178027,lentil
29,75,15,25.87990287,67.55109024,6.347379185,lentil
26,40,11,20.0467711,65.84395319,7.135251532,lentil
0,62,35,22.99451999,66.70897237,7.670178119,lentil
36,66,16,25.13163619,66.92642362,7.399749291,lentil
28,42,20,28.49584395,62.44616219,7.841496029,lentil
9,70,39,18.28766124,69.48515056,6.254216611,lentil
40,44,37,24.38041875,61.18458224,6.868881708,lentil
21,75,28,21.31852148,66.43934593,7.320514721,lentil
20,72,18,18.54141834,62.70637578,6.296976913,lentil
14,72,13,25.28710601,60.85993533,7.241151936,lentil
2,80,16,25.43459777,69.12613376,7.685959305,lentil
29,46,29,28.83600962,69.76112921,6.890760124,lentil
37,55,24,27.37659643,63.93927841,6.155915975,lentil
38,80,34,28.31886863,60.19461399,6.167855382,lentil
11,71,20,27.4818649,62.04814951,6.861640036,lentil
33,69,11,18.28072173,68.10365387,6.978361689,lentil
17,51,34,27.61204997,69.29786244,7.043160241,lentil
35,67,21,23.43974653,63.22011726,5.94239222,lentil
26,70,32,20.95628486,63.68128841,7.239455147,lentil
2,54,0,23.7937153,68.03209183,6.516317561,lentil
2,75,6,22.6371424,65.44544859,6.233269045,lentil
29,45,33,21.53577883,65.47227704,7.505283615,lentil
27,62,29,29.87854588,65.73085206,6.950300686,lentil
14,50,27,25.2653291,67.10004577,6.958054839,lentil
13,65,27,25.17885316,68.93307305,6.54803469,lentil
37,61,21,24.12192608,61.09533545,6.461618577,lentil
20,51,22,23.33565221,67.40460704,7.065264073,lentil
33,53,38,21.74600081,63.39503184,6.765091462,lentil
18,51,22,27.60195453,63.46170674,5.91645379,lentil
11,52,0,24.388717,62.50453062,6.711341147,lentil
28,76,13,24.98287462,66.895409,6.379881442,lentil
32,50,0,28.234829,69.3159965,6.313284268,lentil
15,65,16,26.03026959,69.55863145,7.393210848,lentil
5,71,23,28.04849594,64.07691942,7.504930973,lentil
12,52,27,24.87425505,64.00213929,7.198076286,lentil
18,42,25,23.97081395,62.35557553,7.007037515,lentil
0,52,21,20.06003985,67.76252583,6.677262562,lentil
32,51,18,19.59221047,61.28633405,6.74398035,lentil
2,68,32,29.77013109,66.29327012,6.547361618,lentil
28,47,18,27.52135365,60.53657684,6.551577598,lentil
37,41,40,25.62896213,63.14909763,6.585020303,lentil
9,58,15,20.39078312,60.47528931,6.924042372,lentil
3,69,20,25.39038396,60.4989659,7.437373666,lentil
0,59,20,24.91079638,60.71367427,7.142611056,lentil
32,42,3,27.70496805,63.20915034,7.74672376,lentil
13,64,2,18.06486101,65.1034354,6.300479414,lentil
15,46,31,18.13027797,62.45851612,6.078724107,lentil
0,51,33,23.82723528,67.89815262,6.76660668,lentil
12,78,15,23.19305333,62.74710773,7.641024177,lentil
16,45,15,25.08966129,68.17543102,6.559681838,lentil
32,72,10,25.86928193,61.88321072,7.072923306,lentil
32,44,3,18.43966037,68.05394959,7.732194788,lentil
39,63,10,27.14911056,67.02664337,6.157782589,lentil
33,69,31,23.33375853,64.50515776,7.240988401,lentil
0,50,8,26.7230014,62.96841833,6.898905799,lentil
23,72,4,19.55750776,64.45268309,6.818681086,lentil
15,74,30,26.13708256,66.7729209,6.261937875,lentil
18,62,18,27.99990346,65.57653373,6.493036868,lentil
2,70,31,29.05941162,62.10652364,7.042474679,lentil
32,64,23,25.71269843,64.1123333,7.692013657,lentil
13,52,22,21.79792649,63.73086065,6.250994223,lentil
12,43,0,24.70626432,60.26854183,6.052184881,lentil
8,53,16,20.94981756,65.8108757,7.002216044,lentil
30,60,18,24.84918386,68.98088448,7.272427638,lentil
7,77,14,21.91041045,65.21662467,5.962001484,lentil
21,80,16,25.93381964,68.70533022,7.080506001,lentil
11,59,16,29.82112112,69.4073209,6.593798387,lentil
30,73,7,27.52185591,63.13215259,7.28805662,lentil
17,74,2,27.99627907,68.6428593,7.32710972,lentil
6,76,30,20.76774783,63.90164154,6.366355781,lentil
9,77,12,23.05276444,60.424786,7.011121216,lentil
9,70,20,21.65845777,63.58337146,6.280725549,lentil
30,70,35,26.25070298,67.62779652,7.621494566,lentil
5,40,31,20.97195263,63.83179889,7.630424083,lentil
12,65,29,23.89736406,66.32102048,7.802212437,lentil
12,2,29,24.55981624,91.63536236,5.922935513,pomegranate
38,12,37,19.65690085,89.93701023,5.937649578,pomegranate
26,29,51,18.78359608,87.4024767,6.804781106,pomegranate
32,25,30,24.1469628,94.5110662,6.424670614,pomegranate
14,2,43,22.44581266,89.90147027,6.738016221,pomegranate
22,3,56,24.96273236,92.40501423,6.497366677,pomegranate
39,25,28,22.5526059,89.3259486,6.327673765,pomegranate
7,29,47,22.77035608,91.45498527,6.36137446,pomegranate
5,28,45,19.20090378,94.27659596,6.923509371,pomegranate
20,9,59,23.12808226,92.68328358,6.630646083,pomegranate
11,5,37,24.92639065,85.19098079,5.832525853,pomegranate
29,-3,38,24.77464458,85.63608688,6.738993954,pomegranate
34,7,27,19.8671184,86.35590206,5.782435567,pomegranate
7,8,36,24.26601316,93.7974061,6.537042717,pomegranate
8,23,29,23.62600218,89.73266695,6.145104401,pomegranate
40,-7,45,19.67832052,89.08935702,6.890784045,pomegranate
12,8,23,22.36509395,92.30882391,7.175344328,pomegranate
17,14,59,21.57936934,94.88267728,5.938528744,pomegranate
12,29,52,18.26233221,88.16779129,5.709380472,pomegranate
15,29,25,23.71028128,89.61794165,6.184400085,pomegranate
33,-4,26,22.48720144,89.9224883,6.553509673,pomegranate
8,3,21,21.6602498,94.79397419,5.885638185,pomegranate
26,7,34,20.13037175,89.31505137,6.143874691,pomegranate
12,12,52,18.41164435,91.11927248,6.101198974,pomegranate
23,-1,48,19.68291173,89.75272999,6.594037135,pomegranate
15,25,35,23.20242586,91.19442671,6.859840821,pomegranate
25,-7,50,18.92157197,87.31290342,6.56893406,pomegranate
33,30,29,22.10621387,91.34039616,6.769855664,pomegranate
7,20,50,18.47412402,89.68919664,7.130837931,pomegranate
8,4,45,19.81069447,88.92944254,5.740338002,pomegranate
5,8,52,24.4880844,90.83687246,5.843005428,pomegranate
35,-8,56,18.75927679,89.93457597,6.648687274,pomegranate
21,21,23,19.54128063,90.29751796,6.902751061,pomegranate
27,21,56,18.91251245,87.74938524,6.608023872,pomegranate
23,23,49,19.91330523,94.95031368,6.828522375,pomegranate
36,22,55,19.72620525,89.64934166,6.910374919,pomegranate
23,1,26,23.83185873,87.84034604,6.306605528,pomegranate
29,18,30,24.94467632,94.25702672,7.009180374,pomegranate
2,29,29,24.692258,93.87030088,6.297907579,pomegranate
35,1,50,24.72485577,85.56083187,6.728599215,pomegranate
12,16,46,20.12644921,87.59629625,6.965156738,pomegranate
30,-4,43,21.02432943,93.0569505,5.578095745,pomegranate
23,29,42,22.40423537,88.1508343,7.199504273,pomegranate
12,20,46,20.33691147,89.38003827,5.841367187,pomegranate
20,16,23,24.24779615,85.56033312,6.710143266,pomegranate
16,4,31,24.81530144,91.90842992,5.972714857,pomegranate
31,26,35,19.66329768,87.95158129,5.561851831,pomegranate
8,18,57,22.43377991,90.3396556,6.107054808,pomegranate
27,-7,53,22.92052307,85.12912161,6.988035315,pomegranate
20,21,54,22.91843172,85.40695044,7.13147457,pomegranate
28,2,39,24.88244467,89.39686219,7.086947687,pomegranate
6,9,43,23.40981539,93.13277,6.749260456,pomegranate
38,6,59,21.20725375,94.26304717,7.16300467,pomegranate
29,16,57,18.20230419,91.12282162,7.013481515,pomegranate
7,24,55,22.34375696,89.7870345,5.648243649,pomegranate
30,-2,56,24.32770134,90.88292835,6.610251186,pomegranate
17,1,59,19.75088482,88.71691157,7.054313823,pomegranate
15,-8,52,19.86173586,86.19740917,6.026999326,pomegranate
1,1,45,18.07132963,93.14554876,5.779427402,pomegranate
11,-2,46,23.89162561,89.61850203,6.535244251,pomegranate
16,10,26,23.98598756,93.34236582,5.684995235,pomegranate
20,-3,50,20.93892916,85.42912869,6.12476108,pomegranate
31,23,46,20.82210727,87.22815682,6.999014379,pomegranate
39,15,52,20.86474944,91.61793636,6.277148771,pomegranate
